Index,IWM.Open,IWM.High,IWM.Low,IWM.Close,IWM.Volume,IWM.Adjusted
8/7/00,18.91574285,19.19426176,18.91574285,19.19426176,88200,40.675957
8/8/00,19.13855693,19.19719221,19.10337576,19.10337576,49600,40.483372
8/9/00,19.24410044,19.24410044,18.96558152,18.96558152,23000,40.191345
8/10/00,18.9685161,18.98610519,18.79847228,18.85710756,43000,39.961479
8/11/00,18.66947465,19.18546516,18.66947465,19.18546516,176000,40.65731
8/14/00,19.12682987,19.38482512,19.11510281,19.38482512,56800,41.079784
8/15/00,19.34378193,19.37309807,19.10337576,19.10337576,189200,40.483372
8/16/00,19.18546516,19.3379169,19.11510281,19.19719221,219400,40.682175
8/17/00,19.26755455,19.45518747,19.22064633,19.37309807,358800,41.054951
8/18/00,19.44346041,19.49036864,19.30273573,19.34378193,52200,40.992813
8/21/00,19.46691452,19.48450661,19.29100867,19.41414427,129200,41.141922
8/22/00,19.42586832,19.54900392,19.38482512,19.38482512,195600,41.079784
8/23/00,19.36137101,19.42000629,19.27928161,19.35550598,153000,41.017658
8/24/00,19.4610525,19.74836389,19.4610525,19.64282038,276200,41.62653
8/25/00,19.65454743,19.771818,19.59591215,19.72490978,208600,41.800491
8/28/00,19.81872623,19.9359968,19.72490978,19.76009095,156000,41.875038
8/29/00,19.80699917,19.94772386,19.74836389,19.94772386,140200,42.272667
8/30/00,19.93013477,20.04154031,19.85977243,19.97117797,619000,42.322353
8/31/00,20.04154031,20.32298968,20.04154031,20.17053794,151200,42.744858
9/1/00,20.26435439,20.36989791,20.16760749,20.33471674,186800,43.092766
9/5/00,20.30833217,20.36989791,20.19399205,20.19399205,110400,42.794552
9/6/00,20.28780851,20.28780851,20.07672148,20.10603762,217800,42.608147
9/7/00,20.19399205,20.41680613,20.19399205,20.40507908,213800,43.241886
9/8/00,20.30246602,20.34644379,20.05326737,20.05326737,128600,42.496349
9/11/00,20.15588043,20.23210367,20.00635914,20.07672148,314600,42.546032
9/12/00,20.19399205,20.19399205,19.98290503,20.01222117,93000,42.409359
9/13/00,19.92426974,20.14708383,19.92426974,20.11190265,81200,42.62059
9/14/00,20.19985408,20.30540059,20.1089722,20.22917322,114000,42.869099
9/15/00,20.12362971,20.14708383,19.81872623,19.8539074,67000,42.073868
9/18/00,19.94185883,19.94185883,19.32912029,19.38482512,201400,41.079784
9/19/00,19.50796072,19.78354506,19.37602852,19.70145566,54800,41.75079
9/20/00,19.76511965,19.76511965,19.505363,19.61162709,40400,41.419033
9/21/00,19.64704845,19.64704845,19.24560635,19.24560635,207400,40.646015
9/22/00,18.89139274,19.49355588,18.89139274,19.49355588,127600,41.169674
9/25/00,19.71494072,19.71494072,19.505363,19.51717013,113800,41.219543
9/26/00,19.505363,19.505363,19.13934227,19.23970431,65200,40.633556
9/27/00,19.3282562,19.42271316,19.08030667,19.15114939,43600,40.446533
9/28/00,19.19837787,19.70608405,19.18657075,19.67066269,121000,41.543709
9/29/00,19.6529505,19.72084163,19.57620573,19.57620573,130400,41.344231
10/2/00,19.72379322,19.72379322,19.25741348,19.25741348,169600,40.67094
10/3/00,19.49060543,19.49060543,18.97699304,18.97699304,151000,40.078712
10/4/00,19.06259448,19.10982296,18.82055002,19.10982296,99800,40.359241
10/5/00,19.12753515,19.19837787,18.90319986,18.91500698,408800,39.947796
10/6/00,18.95042834,18.95042834,18.43091504,18.45452928,185600,38.975296
10/9/00,18.4663364,18.4663364,18.25380824,18.41320587,361800,38.888008
10/10/00,18.43682011,18.53422867,17.97043734,17.97043734,420400,37.952892
10/11/00,18.02947295,18.06489431,17.75790918,17.91140174,168200,37.828209
10/12/00,18.07670143,18.07670143,17.3682742,17.3682742,161400,36.68116
10/13/00,17.41550268,18.18886756,17.40369556,18.04128007,378800,38.102509
10/16/00,18.13573703,18.33645808,18.02947295,18.18296551,1098000,38.401756
10/17/00,18.18296551,18.23314445,17.59555995,17.72543827,265800,37.435478
10/18/00,17.31218906,17.68706645,17.23839588,17.58080237,343600,37.130001
10/19/00,17.86417326,18.17115839,17.86417326,18.12392991,150600,38.277092
10/20/00,18.26561536,18.52537201,18.25675869,18.35416725,264800,38.763321
10/23/00,18.45452928,18.56079337,18.38663702,18.53717913,143200,39.149853
10/24/00,18.59621473,18.71428593,18.26561536,18.26561536,73800,38.576302
10/25/00,18.23019399,18.32465096,17.85826819,17.85826819,33000,37.716
10/26/00,18.02652249,18.13573703,17.69887357,18.13573703,105800,38.30201
10/27/00,17.99405159,18.23019399,17.99405159,18.14754415,138800,38.326942
10/30/00,18.11212279,18.33645808,17.95863022,18.23019399,73600,38.501492
10/31/00,18.30103672,18.77037108,18.30103672,18.70247881,285000,39.498936
11/1/00,18.64344321,18.78512866,18.61982897,18.71428593,528200,39.52388
11/2/00,18.85006631,19.19837787,18.84416426,19.16295651,211800,40.471485
11/3/00,19.19247582,19.19837787,19.03307819,19.13934227,224200,40.421581
11/6/00,19.30464196,19.30464196,18.97404258,18.99175175,68200,40.109886
11/7/00,19.0035619,19.15114939,18.91500698,19.15114939,79400,40.446533
11/8/00,19.16295651,19.17476363,18.8087429,18.8087429,192600,39.723373
11/9/00,18.65525033,18.77332154,18.33645808,18.60802185,249000,39.299454
11/10/00,18.65525033,18.65525033,18.13573703,18.13573703,189000,38.30201
11/13/00,17.9468231,18.0944106,17.49815253,17.95272515,160800,37.915489
11/14/00,18.30103672,18.44272216,18.27742248,18.38368656,129600,38.825668
11/15/00,18.4073008,18.67886457,18.3482652,18.61982897,542200,39.324402
11/16/00,18.37778149,18.60507139,18.07965189,18.07965189,165400,38.183559
11/17/00,18.32465096,18.47519307,18.14754415,18.19477263,215400,38.426685
11/20/00,18.01766583,18.07670143,17.71068069,17.72248781,79800,37.429249
11/21/00,17.78152342,17.78152342,17.54538101,17.61917419,84400,37.211052
11/22/00,17.48634541,17.56899525,17.17936027,17.250203,123400,36.431793
11/24/00,17.45978071,17.79333054,17.41550268,17.73429494,82200,37.454185
11/27/00,18.10031567,18.15640081,17.78152342,17.78447387,235600,37.560154
11/28/00,17.71068069,17.84055902,17.19116739,17.250203,171000,36.431793
11/29/00,17.38008132,17.38008132,17.02586771,17.20297451,526800,36.332047
11/30/00,17.00225347,17.10851755,16.61261849,16.83695378,214600,35.559032
12/1/00,17.07309619,17.47453829,17.04948195,17.21478163,309200,36.356979
12/4/00,17.27972231,17.27972231,17.00225347,17.02586771,528200,35.958012
12/5/00,17.28562436,17.85236614,17.28562436,17.85236614,392400,37.703545
12/6/00,17.79333054,17.95863022,17.43911692,17.43911692,310800,36.830765
12/7/00,17.27381724,17.53357389,17.27381724,17.39188844,236200,36.73103
12/8/00,17.74610206,18.08850855,17.62803085,17.62803085,359600,37.229744
12/11/00,18.12392991,18.43091504,18.05308719,18.43091504,250800,38.925404
12/12/00,18.43091504,18.43091504,18.02947295,18.02947295,323200,38.077576
12/13/00,18.26048897,18.26048897,17.7659976,17.77493556,525400,37.368507
12/14/00,17.73025113,17.86132153,17.4919413,17.4919413,593800,36.773575
12/15/00,17.28937795,17.42640457,17.15830754,17.39661737,389000,36.573185
12/18/00,17.48002581,17.71833564,17.46811032,17.65875818,239600,37.124279
12/19/00,17.6349272,17.82557506,17.3489554,17.3489554,453800,36.472969
12/20/00,17.05702739,17.15830754,16.74126535,16.8008428,261400,35.320671
12/21/00,16.8008428,17.14043278,16.68168789,16.93191321,404600,35.596241
12/22/00,17.20596951,17.67067367,17.18213853,17.6349272,885600,37.074177
12/26/00,17.6349272,17.77195687,17.54555949,17.73620735,514000,37.287086
12/27/00,17.73025113,18.20687078,17.61109621,18.20687078,741200,38.276569
12/28/00,18.19495529,18.82647633,18.19495529,18.79072986,1201000,39.504044
12/29/00,18.86222281,18.91584404,18.23070176,18.25453275,1803800,38.376781
1/2/01,18.25453275,18.25453275,17.48002581,17.61705244,826000,37.036606
1/3/01,17.44427934,18.58816651,17.43236384,18.34687914,1409800,38.570927
1/4/01,18.27836373,18.40943414,18.0400539,18.11154685,506600,38.07618
1/5/01,18.08771587,18.08771587,17.46811032,17.55151876,263200,36.898815
1/8/01,17.4919413,17.6349272,17.28937795,17.61109621,423400,37.024086
1/9/01,17.61109621,17.75408211,17.48002581,17.58428769,327600,36.967709
1/10/01,17.42044835,18.14729333,17.42044835,18.14729333,1021800,38.151333
1/11/01,18.01622292,18.46901159,18.01622292,18.39454111,431200,38.671127
1/12/01,18.3260257,18.57922855,18.23070176,18.44518061,1014200,38.777584
1/16/01,18.39751864,18.81456084,18.3141102,18.81456084,445200,39.554134
1/17/01,19.10053263,19.13627911,18.67157494,18.80264535,1089600,39.529079
1/18/01,18.85030731,18.8741383,18.59412273,18.8741383,916200,39.679379
1/19/01,19.02903969,19.02903969,18.45113683,18.54050454,590800,38.978004
1/22/01,18.49284257,18.71923691,18.40347486,18.67157494,237600,39.253536
1/23/01,18.68349044,19.13627911,18.63582847,19.13627911,3197400,40.23048
1/24/01,19.16011009,19.21968755,18.99329321,19.06478616,938800,40.080189
1/25/01,19.07372411,19.12436362,18.91584404,18.99329321,772000,39.929897
1/26/01,18.88605379,19.06478616,18.74902716,18.99329321,435200,39.929897
1/29/01,18.94849096,19.37935551,18.94849096,19.37935551,596800,40.741516
1/30/01,19.44608188,19.50518234,19.22683646,19.50518234,1381400,41.006046
1/31/01,19.53187266,19.6462629,19.23636962,19.23636962,922400,40.440914
2/1/01,19.24590087,19.37744865,19.16011009,19.37744865,702800,40.737511
2/2/01,19.40795307,19.40795307,18.94467839,18.94467839,856000,39.827682
2/5/01,18.8741383,19.0628793,18.85698075,18.98280758,541600,39.90786
2/6/01,19.01712419,19.34885109,19.01712419,19.28403158,424800,40.54113
2/7/01,19.07431931,19.36982236,19.07431931,19.33169355,406600,40.6413
2/8/01,19.37935551,19.40795307,19.01712419,19.04190803,2393800,40.032085
2/9/01,19.01712419,19.055253,18.7311524,18.79787877,985000,39.51907
2/12/01,18.80741193,19.23636962,18.78072123,19.21730521,443200,40.400837
2/13/01,19.37935551,19.54140581,19.0361886,19.0361886,913000,40.020077
2/14/01,19.14104569,19.23636962,18.93133342,19.23636962,336000,40.440914
2/15/01,19.44608188,19.47467944,19.26115308,19.33169355,1262000,40.6413
2/16/01,18.8932027,19.14104569,18.85507389,18.91417435,675400,39.76355
2/20/01,19.00759104,19.06478616,18.5919787,18.69492893,631000,39.302643
2/21/01,18.53097138,18.712088,18.31172787,18.36892108,399600,38.617264
2/22/01,18.36892108,18.39561178,17.96856096,18.11154685,526600,38.07618
2/23/01,18.07341804,18.20687078,17.62539404,18.14967566,380800,38.156342
2/26/01,18.33079227,18.58625965,18.24690683,18.5500377,903200,38.998016
2/27/01,18.5500377,18.5500377,18.15920882,18.21640394,448400,38.296619
2/28/01,18.2640659,18.2640659,17.89230143,17.94949655,316200,37.735489
3/1/01,17.93043215,18.07341804,17.67305601,18.07341804,541600,37.996029
3/2/01,17.78744625,18.35938983,17.77791309,18.12108001,1030800,38.096226
3/5/01,18.30219471,18.31172787,18.03528733,18.05435173,522200,37.955956
3/6/01,18.30219471,18.37845424,18.23165462,18.32125912,522000,38.517048
3/7/01,18.45471376,18.53097138,18.34985668,18.41658305,394600,38.717468
3/8/01,18.41467619,18.45471376,18.2640659,18.2640659,830400,38.396839
3/9/01,18.10862916,18.2904823,17.97654834,17.97654834,246600,37.715687
3/12/01,17.8502083,17.8502083,17.35442312,17.46736201,1006400,36.647392
3/13/01,17.5726455,17.64921323,17.22999769,17.64921323,672200,37.028923
3/14/01,17.18022729,17.66835708,17.17065537,17.22808308,655800,36.145367
3/15/01,17.42907814,17.49607586,17.1323715,17.16108536,561600,36.004826
3/16/01,17.19936922,17.29508079,16.77823907,16.84523678,301400,35.342113
3/19/01,17.03665993,17.30465272,16.75143983,17.28551078,784600,36.265854
3/20/01,17.24722501,17.45013469,16.88352065,16.88352065,625200,35.422447
3/21/01,16.89309257,16.96009029,16.49110435,16.62509978,494800,34.880291
3/22/01,16.51024628,16.60595785,15.91683491,16.46239049,1193000,34.538898
3/23/01,16.797381,16.94094836,16.65381364,16.89309257,297200,35.442535
3/26/01,17.03665993,17.21851115,16.96009029,17.12279958,1011600,35.924484
3/27/01,17.15151343,17.34293658,16.86437872,17.26062463,633200,36.213661
3/28/01,17.017518,17.03665993,16.75909713,16.797381,1233200,35.24173
3/29/01,16.797381,17.11322957,16.74952521,16.82609485,591800,35.301979
3/30/01,16.93137643,17.19936922,16.82609485,17.15151343,231400,35.984737
4/2/01,17.14194343,17.22808308,16.72081136,16.74952521,340200,35.141335
4/3/01,16.71124135,16.71124135,16.12739999,16.18099809,507400,33.948536
4/4/01,16.20396963,16.43367664,16.15611384,16.23268349,356400,34.056969
4/5/01,16.46239049,17.017518,16.46239049,17.017518,950000,35.70359
4/6/01,16.74952521,16.80312331,16.51024628,16.53896014,405000,34.699551
4/9/01,16.76866714,16.96009029,16.67295557,16.90266449,569800,35.462624
4/10/01,16.98880414,17.37165043,16.97923222,17.30465272,769000,36.306015
4/11/01,17.5726455,17.5726455,17.05963109,17.18979921,526800,36.065044
4/12/01,17.08451572,17.41950622,17.04623185,17.40036429,492000,36.506836
4/16/01,17.32379465,17.38122236,17.08643033,17.08643033,262400,35.848164
4/17/01,16.98880414,17.43864815,16.98880414,17.36207851,295400,36.426498
4/18/01,17.63964322,18.37662195,17.61092937,17.86935023,688600,37.490788
4/19/01,17.85978022,18.08757261,17.7449248,18.06843068,251200,37.908451
4/20/01,17.99377566,17.99377566,17.61092937,17.85786522,504000,37.466682
4/23/01,17.61092937,17.69706902,17.51521779,17.53435972,305200,36.787956
4/24/01,17.64921323,17.80809482,17.51521779,17.66835708,319200,37.069084
4/25/01,17.70664094,18.0703453,17.59370205,18.05120337,390200,37.872303
4/26/01,18.08948723,18.35748002,18.06077337,18.30962423,323600,38.414497
4/27/01,18.42447773,18.54890316,18.35748002,18.54890316,1658400,38.916515
4/30/01,18.69247052,18.77861017,18.47424813,18.56804509,1112800,38.956654
5/1/01,18.50104737,18.7977521,18.38236426,18.7977521,563400,39.438614
5/2/01,18.83603788,18.87432174,18.56804509,18.74989631,590200,39.3382
5/3/01,18.59675895,18.61590088,18.43404966,18.51827469,385600,38.852257
5/4/01,18.4053358,18.85517981,18.27516806,18.77861017,754000,39.398445
5/7/01,18.87432174,18.95089138,18.64461473,18.66375666,269000,39.157482
5/8/01,18.77861017,18.85517981,18.57761702,18.75946824,437800,39.358269
5/9/01,18.58718702,18.83603788,18.58718702,18.64461473,237000,39.117313
5/10/01,18.92217753,18.92217753,18.66375666,18.66375666,562600,39.157482
5/11/01,18.69247052,18.82646596,18.50104737,18.55273086,1009600,38.924545
5/14/01,18.55273086,18.6293005,18.43404966,18.54890316,249400,38.916515
5/15/01,18.56804509,18.7977521,18.53933124,18.73075438,435000,39.298061
5/16/01,18.58718702,19.09445874,18.58718702,19.09063104,633200,40.05307
5/17/01,19.09445874,19.30502382,19.04660296,19.2877965,173600,40.466736
5/18/01,19.19017031,19.40073539,19.19017031,19.36245153,309000,40.623379
5/21/01,19.30502382,19.69744203,19.27630996,19.69744203,376000,41.326214
5/22/01,19.75486783,19.86972325,19.58258853,19.7931536,896200,41.527012
5/23/01,19.64958625,19.70701204,19.33373767,19.33373767,659000,40.563145
5/24/01,19.44859118,19.59215854,19.20356993,19.53473274,540200,40.984825
5/25/01,19.54430275,19.56344468,19.39116538,19.39116538,339600,40.683601
5/29/01,19.42944925,19.42944925,19.14231453,19.14231453,753600,40.161522
5/30/01,19.1231726,19.1231726,18.81689595,18.89346367,849400,39.639397
5/31/01,18.97960524,19.18059839,18.91260752,18.97003331,972000,39.80006
6/1/01,19.09445874,19.2380261,18.85517981,19.19399801,538200,40.269955
6/4/01,19.28588189,19.44476348,19.19974224,19.44476348,417800,40.796059
6/5/01,19.44859118,19.80272361,19.41987732,19.71658396,1191600,41.36636
6/6/01,19.71658396,19.76443975,19.55387467,19.59215854,1081200,41.105324
6/7/01,19.52516082,19.74529782,19.52516082,19.67447049,262800,41.278023
6/8/01,19.7299071,19.74915541,19.45080187,19.61441535,545400,41.037991
6/11/01,19.61441535,19.61441535,19.3449333,19.35455842,513400,40.494308
6/12/01,19.24868985,19.5374202,19.14474693,19.40268014,690200,40.594986
6/13/01,19.48929848,19.63366365,19.325685,19.37573198,759400,40.53862
6/14/01,19.20056813,19.25831497,18.89258948,18.89258948,865200,39.527763
6/15/01,18.86371606,19.08507638,18.83484264,19.00808123,817800,39.769398
6/18/01,18.95995951,19.05620296,18.76747261,18.86371606,685600,39.46735
6/19/01,19.05620296,19.07545126,18.7058768,18.80596922,763600,39.346527
6/20/01,18.67122916,19.07545126,18.67122916,19.02732954,861400,39.809673
6/21/01,18.98883293,19.17169471,18.96958462,19.0542777,776800,39.866035
6/22/01,19.10432468,19.10432468,18.67122916,18.70972577,673400,39.145168
6/25/01,18.80596922,18.8194433,18.52686398,18.57883468,1857600,38.871304
6/26/01,18.47874226,18.88296436,18.44986884,18.86371606,1007600,39.46735
6/27/01,18.90221267,19.09469957,18.84446775,19.04657784,989000,39.849926
6/28/01,19.15244641,19.39305503,19.15244641,19.28718646,922600,40.353355
6/29/01,19.42192845,19.7106588,19.33530819,19.61441535,2283200,41.037991
7/2/01,19.55666851,19.55666851,19.11587351,19.17169471,2142000,40.111713
7/3/01,19.10432468,19.16014588,18.97920781,19.05620296,1084800,39.870075
7/5/01,18.86371606,19.0542777,18.77709772,18.80596922,849600,39.346527
7/6/01,18.69047746,18.75784749,18.39212393,18.45949396,588600,38.621616
7/9/01,18.52686398,18.66160404,18.33437709,18.63273255,895400,38.984077
7/10/01,18.69047746,18.69047746,18.20541125,18.28625536,775600,38.259159
7/11/01,18.24775875,18.33245183,17.99559976,18.28625536,1103400,38.259159
7/12/01,18.44024565,18.76747261,18.43062054,18.73475022,1254200,39.197517
7/13/01,18.69047746,18.89258948,18.61348232,18.82521945,241200,39.386787
7/16/01,18.80596922,18.8617908,18.50761568,18.50761568,547200,38.722294
7/17/01,18.49799057,18.87334117,18.45949396,18.87334117,558400,39.487488
7/18/01,18.61348232,18.8425425,18.50761568,18.51723887,877800,38.742432
7/19/01,18.70972577,18.89643845,18.57498571,18.67122916,431000,39.064629
7/20/01,18.57498571,18.78672091,18.57498571,18.67122916,629600,39.064629
7/23/01,18.79634603,18.79634603,18.47874226,18.5364891,1452000,38.782707
7/24/01,18.47874226,18.54611229,18.05527185,18.22850852,588200,38.138344
7/25/01,18.26700706,18.3440022,18.07644541,18.33437709,603600,38.359844
7/26/01,18.28818062,18.69047746,18.18231244,18.60385913,622800,38.923649
7/27/01,18.60385913,18.6866285,18.51146465,18.57498571,592200,38.863243
7/30/01,18.65198085,18.67122916,18.42099542,18.54611229,378000,38.802845
7/31/01,18.59230876,18.800195,18.50184107,18.52301502,652200,38.754528
8/1/01,18.68085427,18.82521945,18.56536059,18.80596922,439000,39.346527
8/2/01,18.95033439,18.95995951,18.65198085,18.7482243,553000,39.225712
8/3/01,18.76747261,18.82329381,18.49799057,18.70010258,303000,39.125015
8/6/01,18.67122916,18.67122916,18.40174712,18.44024565,236800,38.581345
8/7/01,18.44024565,18.49799057,18.3440022,18.45949396,427400,38.621616
8/8/01,18.28625536,18.54033807,18.04564674,18.04564674,1126400,37.755753
8/9/01,18.13226507,18.22850852,17.9878999,18.22850852,535200,38.138344
8/10/01,18.16113849,18.32475197,17.99945027,18.20926022,425400,38.098068
8/13/01,18.31512878,18.40559762,18.21118547,18.36325051,1614800,38.420258
8/14/01,18.39212393,18.5557374,18.36709947,18.42099542,4667800,38.541065
8/15/01,18.43062054,18.52301502,18.29010433,18.39789815,931600,38.492756
8/16/01,18.33437709,18.57498571,18.19001191,18.51723887,1579400,38.742432
8/17/01,18.36325051,18.47874226,18.20926022,18.22850852,2412000,38.138344
8/20/01,18.20926022,18.43062054,18.19963703,18.43062054,2469600,38.561203
8/21/01,18.42099542,18.47874226,18.09376846,18.11301677,910400,37.896725
8/22/01,18.26700706,18.35362539,18.05142096,18.35362539,1277800,38.400108
8/23/01,18.32475197,18.47681701,18.11301677,18.11301677,842200,37.896725
8/24/01,18.28625536,18.49799057,18.25738194,18.49799057,2401000,38.70216
8/27/01,18.49799057,18.56536059,18.35362539,18.43062054,249400,38.561203
8/28/01,18.41137223,18.42099542,18.19001191,18.22850852,985000,38.138344
8/29/01,18.29588048,18.29588048,18.05527185,18.1515153,653000,37.977245
8/30/01,18.05527185,18.13226507,17.82621167,17.92245512,959400,37.498005
8/31/01,17.97827671,18.12071663,17.95132854,18.0725949,995600,37.812141
9/4/01,18.03602162,18.18808666,17.90128156,17.90128156,697400,37.453701
9/5/01,17.93977817,17.96865159,17.59330291,17.7761647,569200,37.19194
9/6/01,17.61255122,17.67029806,17.36231748,17.36231748,305400,36.326073
9/7/01,17.18908081,17.34306917,16.97156946,17.04086474,4950200,35.653519
9/10/01,16.90997365,17.05433883,16.76560848,16.90997365,4777800,35.379662
9/17/01,15.78392568,16.35946112,15.78392568,16.07265603,1338800,33.627796
9/18/01,16.1188525,16.14002606,15.70693054,15.8127991,4303400,33.084103
9/19/01,15.88209438,15.91866574,14.93698294,15.42975056,1636000,32.282681
9/20/01,15.22571329,15.26421182,14.74449604,14.84266475,732000,31.054352
9/21/01,14.34027394,14.6386294,14.14778704,14.56355951,1011200,30.4704
9/24/01,14.72524774,15.12562087,14.72524774,15.01397809,1702800,31.412775
9/25/01,15.06017456,15.30270843,14.96585636,15.19683987,924600,31.795378
9/26/01,15.24496159,15.32195674,14.88886122,14.97163058,990600,31.324177
9/27/01,14.97163058,15.2160901,14.75027065,15.21223921,1879400,31.827593
9/28/01,15.32195674,15.54909128,15.26036093,15.43744849,2264800,32.298794
10/1/01,15.55146673,15.56891928,15.13456485,15.41573151,906000,32.134674
10/2/01,15.31877722,15.58443235,15.31877722,15.58443235,1107200,32.48634
10/3/01,15.31877722,16.04593437,15.31877722,15.93928388,1441200,33.226044
10/4/01,15.99745723,16.27668596,15.91019914,16.09828891,2346200,33.557495
10/5/01,16.07502104,16.07502104,15.70853384,16.0168477,503800,33.387733
10/8/01,15.80354865,16.05369071,15.80354865,15.87141627,348000,33.084583
10/9/01,15.83263533,15.89080674,15.70659437,15.73955844,1017200,32.809704
10/10/01,15.72598484,16.28832008,15.72598484,16.28832008,638600,33.953621
10/11/01,16.48222866,16.75370105,16.48222866,16.55009627,1523400,34.499306
10/12/01,16.50549807,16.63347696,16.24953915,16.49774173,573800,34.39019
10/15/01,16.43375151,16.59275654,16.34649343,16.55979247,590600,34.51952
10/16/01,16.65674676,16.83126486,16.62378269,16.78278772,966400,34.984364
10/17/01,16.92821915,16.95730388,16.30771055,16.30771055,797400,33.994041
10/18/01,16.39497058,16.39497058,16.15258486,16.20299993,969400,33.775764
10/19/01,16.18166959,16.47253245,16.18166959,16.40466484,519200,34.196152
10/22/01,16.43375151,16.62766009,16.42017791,16.55203574,369600,34.503357
10/23/01,16.6780767,16.73237072,16.44344772,16.44344772,851600,34.276985
10/24/01,16.48222866,16.55591353,16.40466484,16.55009627,527600,34.499306
10/25/01,16.3658839,16.91852295,16.28832008,16.91852295,1195000,35.267296
10/26/01,16.75370105,16.99608676,16.75370105,16.91852295,951600,35.267296
10/29/01,16.87198528,16.8739232,16.55979247,16.57918294,516400,34.559937
10/30/01,16.44344772,16.44344772,16.16227912,16.23014674,887200,33.832375
10/31/01,16.41436104,16.63153748,16.36782338,16.50161913,1531200,34.398266
11/1/01,16.5481568,16.79248199,16.38527437,16.79248199,786000,35.004578
11/2/01,16.76339531,16.81187245,16.64705056,16.67613723,369600,34.762047
11/5/01,16.90882674,16.92821915,16.79636093,16.91852295,305600,35.267296
11/6/01,16.82156866,17.16090866,16.77309152,17.16090866,1671200,35.772572
11/7/01,17.00578103,17.18999533,16.98833003,17.04456391,584200,35.530052
11/8/01,17.13182199,17.23847248,16.8603496,17.00578103,483200,35.449203
