Index,SPY.Open,SPY.High,SPY.Low,SPY.Close,SPY.Volume,SPY.Adjusted
4/29/97,54.43828742,55.26081478,54.23263965,55.21752387,3197400,55.217518
4/30/97,54.89287872,55.88856974,54.87119656,55.47726935,3372200,55.477253
5/1/97,55.56385118,55.78030575,54.93616964,55.41236969,2149500,55.412395
5/2/97,55.60714209,56.57034899,55.4556606,56.40806071,1448300,56.408043
5/5/97,56.55954219,57.87995178,56.31060351,57.75007904,3636200,57.750053
5/6/97,57.46865138,57.8149787,57.14400624,57.70678812,1721100,57.706791
5/7/97,57.49033355,57.49033355,56.38637854,56.45135162,2327200,56.451324
5/8/97,56.32147888,57.64181504,56.23489705,56.84096984,2923700,56.840988
5/9/97,57.46865138,57.57691538,56.55954219,57.23058807,2558200,57.230576
5/12/97,57.44704264,58.35615183,57.40375172,58.18298817,2357900,58.182976
5/13/97,58.13969726,58.24788783,57.50114035,57.94485144,1195100,57.944866
5/14/97,58.34527646,58.52931548,57.79336995,58.05311543,2772000,58.053123
5/15/97,58.05311543,58.59421514,57.84746766,58.44273366,884100,58.442764
5/16/97,58.26957,58.39944274,57.49033355,57.64181504,1934200,57.641804
5/19/97,57.70678812,58.11801509,57.53362447,57.8149787,1375800,57.814968
5/20/97,57.68510595,58.65918823,57.3171699,58.50763332,1756400,58.507618
5/21/97,58.65918823,58.86476742,57.94485144,58.37776057,1208000,58.377769
5/22/97,58.44273366,58.50763332,57.87995178,58.18298817,907600,58.182976
5/23/97,58.44273366,59.02712428,58.29117875,58.72408789,644400,58.724094
5/27/97,58.44273366,59.24357885,58.36695863,58.96222462,1531000,58.962231
5/28/97,58.96222462,59.18948599,58.54012228,58.95134925,716700,58.951355
5/29/97,58.94054245,59.04880645,58.52931548,58.60502194,1282700,58.605
5/30/97,57.64181504,59.26526102,57.57691538,58.98383337,2143300,58.983826
6/2/97,59.11370611,59.2219701,58.68079697,58.72408789,1479100,58.724094
6/3/97,58.4643424,59.17867919,58.42105149,58.52931548,1562100,58.529324
6/4/97,58.55092423,58.70247914,58.23708588,58.4643424,1063100,58.464352
6/5/97,58.59421514,59.09209736,58.4751492,58.68079697,1180800,58.680805
6/6/97,58.59421514,59.87133381,58.59421514,59.8280429,1511100,59.828037
6/9/97,59.87133381,60.17437021,59.80636073,60.1310793,1823400,60.131065
6/10/97,60.15268804,60.54230627,59.91462473,60.31504975,1217500,60.315037
6/11/97,60.26095204,60.54230627,60.14188609,60.45572444,1673800,60.455704
6/12/97,60.86702483,61.64626128,60.65057026,61.62457911,4273300,61.624573
6/13/97,61.68955219,62.3389159,61.5812882,62.14407008,2132900,62.144066
6/16/97,62.16575224,62.3389159,61.97090642,62.16575224,800400,62.165722
6/17/97,61.94929768,62.50120418,61.60297036,62.07917042,2048100,62.079178
6/18/97,61.73284311,62.07917042,61.62457911,61.86271585,1971900,61.862698
6/19/97,62.06829505,62.68524321,61.90600676,62.50120418,2029900,62.501209
6/20/97,62.53819759,62.82064739,62.2339812,62.28828957,1396900,62.28828
6/23/97,62.16875512,62.516431,60.73459215,60.77805163,3991500,60.778042
6/24/97,61.36479152,62.49473811,61.19095359,62.32090017,4895100,62.320919
6/25/97,62.22306349,62.75549501,61.1474941,61.88630533,4708900,61.886299
6/26/97,61.77761977,62.32090017,60.97365617,61.58208894,2569900,61.582081
6/27/97,61.86453874,62.38605255,61.66900791,61.82107925,2617900,61.821053
6/30/97,61.82107925,62.21221461,61.10403462,61.40825101,2384900,61.408264
7/1/97,61.53862946,62.27744069,61.46255937,62.12529564,1749000,62.125282
7/2/97,62.27744069,63.14663037,62.03837667,63.14663037,1961800,63.146629
7/3/97,63.8854416,64.08097242,63.6029181,64.01582005,2539100,64.0158
7/7/97,64.23311747,64.32003644,63.21178274,63.36392779,1158600,63.363934
7/8/97,63.45084676,64.10273902,63.40738727,64.02666893,3396500,64.026672
7/9/97,64.18965799,64.23311747,62.60334997,63.32046831,5390300,63.320477
7/10/97,63.36392779,63.863675,62.91841523,63.6029181,2072200,63.602947
7/11/97,63.68983707,64.10273902,63.53776573,63.82021552,2258900,63.820202
7/14/97,63.89629048,64.18965799,63.42908016,64.01582005,3186400,64.0158
7/15/97,64.18965799,64.50472325,63.6029181,64.34172933,2983100,64.341713
7/16/97,64.75463128,65.42821643,64.59164222,65.18922612,2621300,65.189217
7/17/97,65.10230715,65.23268561,64.51556727,64.86324314,1794800,64.863235
7/18/97,64.67856119,64.81978365,63.32046831,63.48338853,3961900,63.483356
7/21/97,63.47253965,63.68983707,63.0597114,63.49430624,3810300,63.494289
7/22/97,63.75506315,65.22176789,63.71160366,65.1783084,4243400,65.178291
7/23/97,65.31960457,65.69982221,65.03708107,65.12400004,3204300,65.123978
7/24/97,65.31960457,65.54775087,64.45041489,65.42821643,4152700,65.42823
7/25/97,65.75419942,65.92803735,65.10230715,65.38475695,2364800,65.384758
7/28/97,65.53690199,65.75419942,65.01538819,65.34129746,2794700,65.341286
7/29/97,65.10230715,65.68897334,64.96101098,65.55859488,2737100,65.558578
7/30/97,65.71073993,66.49301064,65.64551385,66.3408656,4839800,66.340851
7/31/97,66.3408656,66.77546044,66.08010869,66.27571322,2138700,66.275719
8/1/97,66.40609168,66.55816302,65.23268561,66.01495632,7077700,66.014961
8/4/97,65.90627076,66.43863344,65.64551385,66.18879426,2339500,66.188789
8/5/97,66.12356818,66.53647013,65.99318972,66.23225374,1466700,66.232231
8/6/97,66.36263219,67.12313631,66.10187529,66.77546044,2478200,66.775444
8/7/97,67.10144342,67.18836239,66.14533477,66.27571322,3641900,66.275719
8/8/97,65.58036148,65.88457787,64.25481036,64.92846922,7113100,64.928436
8/11/97,65.18922612,65.55859488,64.40695541,65.40652354,6355900,65.406532
8/12/97,65.5151354,65.7432817,64.29826984,64.36349592,6132500,64.363503
8/13/97,65.14576664,65.25437849,63.6029181,64.16789139,6982300,64.167885
8/14/97,64.73286469,64.88500973,63.77675604,64.40695541,3462700,64.40696
8/15/97,64.05927954,64.05927954,62.32090017,62.42951203,4907100,62.429508
8/18/97,62.84241398,63.82021552,62.12529564,63.82021552,5638900,63.820202
8/19/97,64.12443191,64.60248623,63.64637758,64.55902675,3802800,64.559029
8/20/97,64.62425283,65.58036148,64.39603769,65.53690199,3564600,65.536896
8/21/97,65.44998303,65.53690199,64.03751294,64.38518881,5392600,64.385162
8/22/97,63.27700882,64.48295666,62.97279243,64.36349592,8087800,64.363503
8/25/97,64.51556727,64.95016211,63.863675,64.12443191,3888000,64.124428
8/26/97,63.97236057,64.36349592,63.07056028,63.17917214,4290000,63.179161
8/27/97,63.27700882,63.95059397,62.86410687,63.55945862,5484300,63.559471
8/28/97,63.40738727,63.92890108,62.58165708,62.59250596,4287900,62.592484
8/29/97,62.66857605,63.35301007,62.38605255,62.84241398,2652300,62.842373
9/2/97,63.0597114,64.9175515,62.99448532,64.88500973,7294000,64.88501
9/3/97,64.87409202,65.36306406,64.49387438,64.53733386,2812500,64.537354
9/4/97,64.7111718,65.16745953,64.49387438,64.95016211,2473700,64.95015
9/5/97,65.34129746,65.66728045,64.38518881,64.76548016,3663300,64.765457
9/8/97,65.16745953,65.36306406,64.88500973,65.04792995,803500,65.047935
9/9/97,64.81978365,65.55859488,64.60248623,65.08054056,1885200,65.080551
9/10/97,64.75463128,65.01538819,63.73329655,63.73329655,3623700,63.733292
9/11/97,63.82021552,63.90713449,62.75549501,63.40738727,7055900,63.407345
9/12/97,63.97236057,64.64594572,63.23354934,64.4286483,6708000,64.42865
9/15/97,64.4286483,64.88500973,64.10273902,64.32003644,2060500,64.320038
9/16/97,64.88500973,66.25394663,64.6894052,65.92803735,6979000,65.928032
9/17/97,66.31917271,66.40609168,65.71073993,65.92803735,2220000,65.928032
9/18/97,66.0584158,67.01452445,66.03664921,66.21048714,5045400,66.210464
9/19/97,66.06078708,66.55148365,65.88631148,66.32250048,1566400,66.322502
9/22/97,66.64967922,67.14037579,66.45335718,66.69329812,3259000,66.693283
9/23/97,66.69329812,66.79142459,66.12625242,66.38796582,1872800,66.387955
9/24/97,66.56244142,67.07491045,65.79907368,65.84269258,2793100,65.842682
9/25/97,65.77730122,66.12625242,65.34111222,65.38473112,6327800,65.38472
9/26/97,65.90815792,66.16987132,65.73368232,65.92993038,3995800,65.929924
9/29/97,65.95177682,66.69329812,65.71183588,66.56244142,2065000,66.562462
9/30/97,66.30072802,66.78053592,65.86453902,65.86453902,4137600,65.86454
10/1/97,66.47520362,66.86777372,66.14802488,66.73691702,3567500,66.736908
10/2/97,66.67145168,67.12948712,66.51882252,67.10764068,2577500,67.10762
10/3/97,68.02363758,68.21995962,66.54059498,67.44570809,6499900,67.445686
10/6/97,67.91462732,68.12176405,67.63106748,67.89278088,2272100,67.892746
10/7/97,68.06725648,68.74338642,67.83827819,68.52529192,1832800,68.525291
10/8/97,68.64519085,68.65614862,67.51109945,68.04548402,4439400,68.045479
10/9/97,67.54382968,68.12176405,67.15125958,67.80554308,3607600,67.805519
10/10/97,67.21672492,67.68557505,67.17310602,67.60929502,2858100,67.609283
10/13/97,67.93639978,68.07814515,67.50021078,67.67468638,1760300,67.674683
10/14/97,68.02363758,68.04548402,67.12948712,67.69653282,2235700,67.696518
10/15/97,67.21672492,67.74015172,67.19487848,67.54382968,2601700,67.543808
10/16/97,67.91462732,68.04548402,66.30072802,66.47520362,9488100,66.475212
10/17/97,66.31161669,66.56244142,64.90492322,65.79907368,8151300,65.799049
10/20/97,66.19164378,66.82415482,65.71183588,66.73691702,3636400,66.736908
10/21/97,67.15125958,68.04548402,67.02040288,68.03452625,5225400,68.034508
10/22/97,67.93639978,67.96913489,67.36935408,67.58744858,4485200,67.587456
10/23/97,66.25710912,66.82415482,65.79907368,66.25710912,8054100,66.257072
10/24/97,67.10764068,67.10764068,65.37377335,65.60282562,6778700,65.602821
10/27/97,64.91581189,65.55920672,60.60842458,60.84836552,10840700,60.848347
10/28/97,58.88551502,64.81768542,58.88551502,64.35964998,19548000,64.359612
10/29/97,64.55597202,65.42835002,63.70536648,64.18517438,10134400,64.185165
10/30/97,63.24740502,64.59959092,62.63674042,62.76759712,9772900,62.767605
10/31/97,64.07616412,64.55597202,63.11654832,64.25063972,7072700,64.250633
11/3/97,65.03577992,65.86453902,64.81768542,65.60282562,5548500,65.602821
11/4/97,65.51558782,65.90815792,65.10117128,65.60282562,3455700,65.602821
11/5/97,65.73368232,66.49697608,65.49374138,65.82092012,4774900,65.820892
11/6/97,65.62459808,65.84269258,65.25387442,65.57009539,3679800,65.570091
11/7/97,64.46873422,65.07939882,63.81445072,64.86130432,10606800,64.861282
11/10/97,65.34111222,65.49374138,64.20702082,64.46873422,4347900,64.468735
11/11/97,64.68682872,64.94854212,64.22879328,64.49050668,3212400,64.490501
11/12/97,63.94530742,64.70860118,63.07292942,63.16016722,6775300,63.160175
11/13/97,63.83622318,64.31603108,62.87660738,64.07616412,8589600,64.076134
11/14/97,64.42511532,65.17752529,63.93434965,64.94854212,5827900,64.948524
11/17/97,65.86453902,66.51882252,65.62459808,66.14802488,5149900,66.14801
11/18/97,66.16987132,66.36611938,65.52647649,65.73368232,3433600,65.733643
11/19/97,65.38473112,66.34434692,64.73044762,66.06078708,4387900,66.060783
11/20/97,66.51882252,67.36935408,66.49697608,67.06402178,4822700,67.064041
11/21/97,67.43481942,67.56567612,66.75868948,67.52205722,5436500,67.522026
11/24/97,66.99863042,67.23849738,66.03901462,66.30072802,4337200,66.300697
11/25/97,66.73691702,66.86777372,66.06078708,66.47520362,4525000,66.475212
11/26/97,66.91139262,66.98767265,66.51882252,66.67145168,2681100,66.671455
11/28/97,66.82415482,67.17310602,66.71507058,66.73691702,1564700,66.736908
12/1/97,67.15125958,68.45982658,67.02040288,68.45982658,4850900,68.459808
12/2/97,68.17634072,68.38347745,67.87100842,68.04548402,1974900,68.045479
12/3/97,68.13272182,68.76515888,67.60929502,68.24173208,3302500,68.241699
12/4/97,68.74338642,68.89601558,67.95824622,68.17634072,2872500,68.176346
12/5/97,67.95824622,69.09233762,67.78377062,69.04871872,3458800,69.048729
12/8/97,69.07049118,69.09233762,68.56891082,68.85239668,2289200,68.852394
12/9/97,68.54706438,68.80877778,68.13272182,68.43805412,1703000,68.438057
12/10/97,68.08910292,68.28535098,67.32573518,67.84916198,3558400,67.849167
12/11/97,67.21672492,67.41297298,66.51882252,66.69329812,5072800,66.693283
12/12/97,67.30396272,67.34758162,66.23526268,66.82415482,4478400,66.824135
12/15/97,67.17310602,67.77281285,66.91139262,67.50021078,4674700,67.500214
12/16/97,67.84916198,68.26357852,67.60929502,67.91462732,2885800,67.914619
12/17/97,68.28535098,68.30719742,67.48932699,67.56567612,2236300,67.565681
12/18/97,67.65291392,67.65291392,66.45335718,66.91139262,4658300,66.9114
12/19/97,66.23607558,67.17765084,64.72527246,66.41124546,8556000,66.411209
12/22/97,66.87110355,67.19950994,66.25800895,66.83824308,5136800,66.838272
12/23/97,66.87110355,67.00248096,65.53539604,65.64491435,4436500,65.64492
12/24/97,66.17042401,66.17042401,65.33836705,65.44781109,2019200,65.447784
12/26/97,65.95146165,65.95146165,65.44781109,65.71056592,941800,65.710587
12/29/97,66.27986805,67.06813253,66.17042401,67.00248096,2080000,67.002441
12/30/97,67.22144331,68.14108521,67.15571747,68.05350027,3616000,68.053474
12/31/97,67.87833038,68.40384004,67.74695297,68.0097078,4359500,68.009689
1/2/98,68.18487768,68.42569914,67.63743466,68.36004757,2360900,68.360046
1/5/98,68.55707655,68.97314216,67.81260454,68.51328408,4191800,68.513298
1/6/98,68.14108521,68.16294431,67.3966132,67.4184723,3154900,67.418472
1/7/98,67.33088736,67.76881207,66.71779276,67.59364218,4424200,67.593674
1/8/98,67.48419814,67.48419814,66.82731107,67.00248096,3831000,67.002441
1/9/98,66.73972613,66.91489602,64.39679179,64.68147998,10258800,64.681473
1/12/98,63.84942303,65.99525412,63.69611225,65.86387671,12097900,65.863884
1/13/98,66.30180142,66.82731107,66.01711322,66.7835186,5224900,66.783516
1/14/98,67.04627343,67.24330241,66.36745299,67.0900659,3770400,67.090034
1/15/98,66.91489602,67.0900659,66.43317883,66.53169578,2875400,66.53167
1/16/98,67.44040567,67.74695297,67.02434006,67.48419814,4374800,67.484177
1/20/98,67.74695297,68.67752687,67.61557556,68.57900992,5091700,68.579002
1/21/98,68.11915184,68.44763251,67.37467983,67.92212285,4699400,67.922127
1/22/98,67.37467983,67.87833038,67.17765084,67.31996026,4543400,67.319931
1/23/98,67.61557556,67.81260454,66.56455625,67.22144331,6350300,67.221436
1/26/98,67.52799061,67.77974407,66.84917017,67.17765084,4362900,67.177635
1/27/98,67.13385837,68.3162551,67.02434006,67.85639701,7044200,67.856384
1/28/98,68.25052925,68.74317844,68.09729274,68.46949161,4268600,68.469475
1/29/98,68.55707655,69.76140665,68.36004757,68.84176475,8007700,68.841766
1/30/98,69.21396362,69.34534103,68.66659486,68.88555722,3649100,68.88559
2/2/98,70.0022281,70.41829371,69.89278406,70.02416147,5756300,70.024155
2/3/98,70.06795394,70.63725607,69.87085069,70.54967113,2759600,70.549622
2/4/98,70.26498293,70.87807753,70.02416147,70.46208618,3374000,70.462105
2/5/98,70.98759584,71.18462482,70.08981304,70.41829371,5076200,70.418266
2/6/98,70.76863348,71.2065582,70.54967113,71.2065582,5701200,71.206528
2/9/98,71.27220977,71.29414314,70.57153023,70.96566247,2322200,70.965652
2/10/98,71.07518078,71.79771942,70.9000109,71.64448291,3660400,71.644478
2/11/98,71.53496459,71.71013448,71.26128267,71.57875706,4073200,71.578735
2/12/98,71.27220977,72.12620009,70.68104854,71.88530436,5024700,71.885292
2/13/98,71.60069044,71.83058479,71.38172808,71.46931302,2101300,71.469299
2/17/98,72.03861515,72.23564413,71.57875706,71.81965279,3055500,71.819656
2/18/98,71.68827538,72.50933096,71.66634201,72.47653986,3007400,72.476524
2/19/98,72.34516245,72.45460649,71.99482268,72.09333962,3387800,72.093323
2/20/98,72.2794366,72.67356885,71.73206785,72.62977637,3707000,72.629776
2/23/98,73.04584199,73.04584199,72.41081402,72.91446457,3227800,72.914452
2/24/98,72.80494626,72.93632367,72.12620009,72.34516245,3386800,72.345154
2/25/98,72.69550222,73.4837667,72.60791727,73.24287097,3481800,73.242867
2/26/98,73.1772194,73.72458815,73.00204952,73.65893658,3187600,73.658897
2/27/98,73.54941827,73.94355051,73.24287097,73.65893658,3442900,73.658897
3/2/98,73.74652153,74.0968613,73.30859681,73.5056258,4252300,73.505585
3/3/98,73.24287097,74.00927635,73.24287097,73.92169141,3349200,73.921661
3/4/98,73.63700321,73.85596557,73.1772194,73.43997423,4404100,73.439972
3/5/98,72.52033233,73.1772194,72.2794366,72.76115379,7268000,72.761139
3/6/98,73.26480434,74.22823871,73.1772194,74.22823871,6896300,74.228203
3/9/98,73.94355051,74.42526769,73.74652153,73.96548388,3362800,73.965431
3/10/98,74.42526769,74.86319241,74.22823871,74.66616342,5481900,74.666145
3/11/98,74.95077735,75.19167308,74.81939993,75.01650319,3439600,75.016457
3/12/98,75.03836229,75.38870206,74.62237095,75.32305049,3191300,75.323029
3/13/98,75.56387195,75.67339026,74.88512578,75.03836229,2879400,75.038345
3/16/98,75.56387195,75.93614509,75.34490959,75.84856014,3223600,75.848526
3/17/98,75.89235262,76.0675225,75.43249453,76.0675225,4581900,76.067513
3/18/98,75.84856014,76.35213643,75.69524936,76.35213643,1944100,76.352127
3/19/98,76.35213643,76.63682463,76.13317407,76.54923968,2554800,76.549225
3/20/98,76.988774,77.42795696,76.50567273,77.20836548,3123300,77.208344
3/23/98,77.0985325,77.51579356,76.87894101,77.03269229,4453100,77.032692
3/24/98,77.34012037,77.86713993,77.25228378,77.69146674,3333600,77.69149
3/25/98,78.2843265,78.3721631,76.72526422,77.40596057,4597600,77.405937
3/26/98,77.20836548,77.82322163,77.03269229,77.36204227,3333500,77.362038
